,Title,Call_Number
11461,androgyny psychology  history androgyny psychology in art androgyny psychology in literature french literature  19th century  themes motives,BF692:Psychology of Sex. Sexual Behavior
11462,emotions in children television and children mass media and children,BF712-724:Developmental psychology
11463,reading psychology of  congresses human information processing  congresses,BF309-499:Consciousness. Congition
11464,self  congresses developmental psychology  congresses,BF697:Differential psychology. Individuality. Self
11465,regret,BF511-593:Affection. Feeling. Emotion
11466,nature and nurture intellect  social aspects,BF309-499:Consciousness. Congition
11469,imitation religion and ethics hermeneutics mimesis in literature,BF309-499:Consciousness. Congition
11471,behavior modification psychology applied,BF636-637:Applied psychology
11472,attitude psychology cognitive dissonance interpersonal relations,BF309-499:Consciousness. Congition
11478,shortterm memory,BF309-499:Consciousness. Congition
11479,psychological tests for children educational tests and measurements,BF712-724:Developmental psychology
11480,learning psychology of intellect older people  psychology aging  psychological aspects,BF309-499:Consciousness. Congition
11482,self self  social aspects,BF697:Differential psychology. Individuality. Self
11483,play  psychological aspects child rearing,BF712-724:Developmental psychology
11484,social interaction  methodology,BF38-64:Philosophy
11486,developmental psychology  congresses developmental biology  congresses developmental neurophysiology  congresses,BF712-724:Developmental psychology
11487,creative ability resilience personality trait orderliness  psychological aspects,BF309-499:Consciousness. Congition
11488,pleasure  social aspects,BF511-593:Affection. Feeling. Emotion
11489,mother and child maternal deprivation,BF712-724:Developmental psychology
11493,none,BF309-499:Consciousness. Congition
11494,narcissism  united states entitlement attitudes  united states,BF511-593:Affection. Feeling. Emotion
11495,cognition and culture human information processing perception senses and sensation,BF309-499:Consciousness. Congition
11496,loss psychology death  psychological aspects bereavement  psychological aspects,BF511-593:Affection. Feeling. Emotion
11497,subconsciousness cognition implicit learning human information processing,BF309-499:Consciousness. Congition
11498,psychology comparative human behavior  animal models,BF660-685:Comparative psychology. Animal and human psychology
11500,communication,BF309-499:Consciousness. Congition
11501,thought and thinking visualization,BF309-499:Consciousness. Congition
11502,adler alfred 18701937 adlerian psychology psychoanalysis  congresses,BF173-175:Psychoanalysis
11503,reasoning in children philosophy of mind in children,BF712-724:Developmental psychology
11504,grief in children grief in adolescence bereavement in children bereavement in adolescence parents  death  psychological aspects children and death teenagers and death,BF712-724:Developmental psychology
11505,psychology  congresses psychological tests,BF1-37:Psychology
11506,sixteen personality factor questionnaire maudsley personality inventory,BF698:Personality
11508,child psychology adolescent psychology  bolivia,BF712-724:Developmental psychology
11512,connectionism cognition memory psycholinguistics reading psychology of,BF309-499:Consciousness. Congition
11514,success  psychological aspects  case studies character,BF636-637:Applied psychology
11516,memory,BF309-499:Consciousness. Congition
11517,child psychology  longitudinal studies problem children  longitudinal studies dysfunctional families  longitudinal studies child psychiatry  longitudinal studies,BF712-724:Developmental psychology
11518,child psychology infant psychology child development,BF712-724:Developmental psychology
11528,behavior modification,BF636-637:Applied psychology
11530,senses and sensation  testing,BF231-299:Sensation. Aesthesiology
11531,wechsler intelligence scale for children,BF309-499:Consciousness. Congition
11532,nonverbal communication in children,BF712-724:Developmental psychology
11533,cognition causation attribution social psychology,BF309-499:Consciousness. Congition
11534,child psychology  methodology child psychology  research psychological tests for children,BF712-724:Developmental psychology
11536,perception,BF309-499:Consciousness. Congition
11538,psychometrics invariant measures psychology  statistical methods item response theory confirmatory factor analysis,BF38-64:Philosophy
11539,fortune  psychological aspects serendipity chance  psychological aspects,BF636-637:Applied psychology
11540,emotional problems of children  juvenile literature  bibliography,BF712-724:Developmental psychology
11541,psychology  history psychologists  history,BF65-172:Psychology
11542,child psychology  research personality in children  research multivariate analysis,BF712-724:Developmental psychology
11543,intelligence tests cognition  testing cognition in children  testing children  intelligence testing exceptional children  intelligence testing special education,BF309-499:Consciousness. Congition
11544,personality change selfacceptance goal psychology problem solving,BF698:Personality
11545,defense mechanisms psychology,BF173-175:Psychoanalysis
11547,mental representation in children philosophy of mind in children mental representation philosophy of mind,BF712-724:Developmental psychology
11548,speech perception human information processing,BF309-499:Consciousness. Congition
11549,leadership,BF636-637:Applied psychology
11550,selfperception social perception developmental psychology,BF697:Differential psychology. Individuality. Self
11551,psychometrics psychological tests,BF38-64:Philosophy
11552,perception  congresses human information processing  congresses,BF309-499:Consciousness. Congition
11553,psychoanalysis and literature,BF173-175:Psychoanalysis
11555,motivation psychology selfcontrol,BF501-505:Motivation
11557,leiter international performance scale,BF309-499:Consciousness. Congition
11558,maternal deprivation  case studies abandoned children  case studies children with social disabilities  case studies são paulo brazil  state fundação estadual do bemestar do menor,BF712-724:Developmental psychology
11559,psychological tests,BF176:Pyshological tests and testing
11560,child development,BF712-724:Developmental psychology
11561,leary timothy 19201996 psychologists  united states  biography,BF65-172:Psychology
11562,control psychology goal psychology feedback psychology,BF608-635:Will. Volition. Choice. Control
11563,jung c g carl gustav 18751961 psychoanalysts  switzerland  biography,BF65-172:Psychology
11565,leadership  psychological aspects,BF636-637:Applied psychology
11566,lacan jacques 19011981 envers de la psychanalyse psychoanalysis,BF173-175:Psychoanalysis
11567,birth order brothers and sisters,BF712-724:Developmental psychology
11568,parent and child families,BF712-724:Developmental psychology
11569,body schema psychoanalysis mind and body human body  symbolic aspects interpersonal relations  physiological aspects,BF712-724:Developmental psychology
11570,seduction  psychological aspects  congresses psychoanalysis  congresses sexually abused children  mental health  congresses child sexual abuse  congresses fantasy  congresses freud sigmund 18561939  congresses,BF636-637:Applied psychology
11574,negotiation,BF636-637:Applied psychology
11575,thought and thinking error,BF309-499:Consciousness. Congition
11576,human information processing  congresses cognition  congresses,BF309-499:Consciousness. Congition
11578,behavior modification control psychology,BF636-637:Applied psychology
11579,group counseling,BF636-637:Applied psychology
11580,mind and body science  philosophy psychology  philosophy maxwell grover,BF65-172:Psychology
11581,selfesteem,BF697:Differential psychology. Individuality. Self
11583,failure psychology errors success organizational behavior,BF511-593:Affection. Feeling. Emotion
11584,defense mechanisms psychology defense mechanisms psychology  testing psychology pathological,BF173-175:Psychoanalysis
11585,selfhelp techniques  abstracts life skills  abstracts selfperception  abstracts,BF608-635:Will. Volition. Choice. Control
11586,attachment behavior attachment behavior in children parent and child,BF511-593:Affection. Feeling. Emotion
11587,moral development,BF712-724:Developmental psychology
11588,psychologism phenomenological psychology frege gottlob 18481925 husserl edmund 18591938,BF38-64:Philosophy
11589,wechsler intelligence scale for children wechsler scales,BF309-499:Consciousness. Congition
11590,wechsler adult intelligence scale wechsler scales,BF309-499:Consciousness. Congition
11591,auditory perception hearing psychoacoustics,BF309-499:Consciousness. Congition
11592,psychology  congresses psychoanalysis  congresses,BF173-175:Psychoanalysis
