,fullTitle,subjects,holdings
12846,ABC illustré d'occultisme : premiers éléments d'étu des grandes traditions initiagiques / par Papus (Docteur G. Encausse) ; préface du docteur Philipee Encausse ; ave 219 figures et tableaux.,Occultism,BF 1412 .P36x
12847,"Sibling relationships / editor, Prophecy Coles.",Brothers and sisters,BF 723 .S43 S49x 2006
12848,"Social information transmission and human biology / edited by Jonathan C.K. Wells, Simon Strickland, and Kevin Laland.","Human information processing, Human information processing -- Social aspects",BF 444 .S62 2006
12849,Asymmetry of gains and losses : behavioral and electrophysiological measures / Diego Gonzalo Flores Garnica.,"prospect theory, video game, concurrent variable-interval schedule, gain (reinforcer), loss (punisher), gain/loss asymmetry, P300, event-related potential (ERP) Emotive Epoc, risk aversion, loss aversion, risk tolerance, coin dispenser, waveform",None
12850,"Personality and memory correlates of intellectual functioning : young adulthood to old age / Frank H. Hooper, Judith O. Hooper, Karen K. Colbert.","Age and intelligence, Memory, Personality",BF 431 .H65x 1984
12851,"Daring greatly : how the courage to be vulnerable transforms the way we live, love, parent, and lead / Brené Brown.","Assertiveness (Psychology), Risk, Courage",BF 575 .A85 B76 2012
12852,"Fallible judgment in behavioral research / Richard A. Shweder, guest editor.","Judgment (Logic), Fallibility, Fallacies (Logic)",BF 38 .N48x no.4
12853,Questions for Freud : the secret history of psychoanalysis / Nicholas Rand and Maria Torok.,"Psychoanalysis, Psychoanalysis -- History, Psychoanalytic interpretation, Freud, Sigmund, 1856-1939",BF 175 .R2913 1997
12854,Learning and memory / John Lutz.,"Learning, Psychology of, Memory, Operant conditioning, Classical conditioning, Reinforcement (Psychology)",BF 318 .L87x 2005
12855,"The highly hypnotizable person : theoretical, experimental, and clinical issues / edited by Michael Heap, Richard J. Brown, and David A. Oakley.",Hypnotic susceptibility,BF 1156 .S83 H47 2004
12856,"Psychology for living : adjustment, growth, and behavior today / Karen Grover Duffy, Eastwood Atwater.",Conduct of life -- Textbooks,BF 335 .A88 2005
12857,The empty room : surviving the loss of a brother or sister at any age / Elizabeth DeVita-Raeburn.,"Bereavement -- Psychological aspects, Brothers and sisters -- Death -- Psychological aspects, Bereavement -- Personal Narratives, Sibling Relations -- Personal Narratives, Siblings -- psychology -- Personal Narratives",BF 575 .G7 D48 2004
12858,Performance addiction : the dangerous new syndrome and how to stop it from ruining your life / Arthur P. Ciaramicoli.,Perfectionism (Personality trait),BF 698.35 .P47 C53 2004
12859,Without you : children and young people growing up with loss and its effects / Tamar Granot.,"Loss (Psychology) in children, Children and death, Bereavement in children, Grief in children",BF 723 .L68 G7313 2005
12860,"Freud under analysis : history, theory, practice : essays in honor of Paul Roazen / edited by Todd Dufresne.","Psychoanalysis -- History, Freud, Sigmund, 1856-1939",BF 173 .F85 F7423 1997
12861,The content analysis of dreams / Calvin S. Hall and Robert L. Van de Castle.,Dreams,BF 1078 .H247
12862,Psychobiology of personality / Marvin Zuckerman.,"Personality, Psychobiology",BF 698 .Z825 1991
12863,In the devil's snare : the Salem witchcraft crisis of 1692 / by Mary Beth Norton.,"Witchcraft -- Massachusetts, Massachusetts -- History -- Colonial period, approximately 1600-1775, Trials (Witchcraft) -- Massachusetts -- Salem, Salem (Mass.) -- History -- Colonial period, approximately 1600-1775, Women -- Massachusetts -- Essex County Region -- History, Essex County Region (Mass.) -- History",BF 1575 .N67 2002
12864,The legacy of Erich Fromm / Daniel Burston.,"Fromm, Erich, 1900-1980, Psychoanalysis",BF 109 .F76 B87 1991
12865,Spleen and nostalgia : a life and work in psychoanalysis / John E. Gedo.,"Gedo, John E, Psychoanalysts -- United States -- Biography",BF 109 .G48 A3 1997
12866,Looking awry : an introduction to Jacques Lacan through popular culture / Slavoj Žižek.,"Lacan, Jacques, 1901-1981, Hitchcock, Alfred, 1899-1980, Psychoanalysis and culture, Psychoanalysis and literature, Psychoanalysis and motion pictures, Popular culture -- Psychological aspects, Popular literature -- Psychological aspects",BF 175.4 .C84 Z59 1991
12867,Perception : how our bodies shape our minds / Dennis Proffitt and Drake Baer.,"Perception, Somesthesia, Mind and body",BF 311 .P7476 2020
12868,The representational and the presentational : an essay on cognition and the study of mind / Benny Shanon.,"Cognition, Humans Cognition",BF 311 .S464x 1993g
12869,To be young and gifted / edited by Pnina S. Klein and Abraham J. Tannenbaum.,Gifted children,BF 723 .G5 T6 1992
12870,Perspectives on loss : a sourcebook / edited by John H. Harvey.,"Loss (Psychology), Grief, Bereavement -- Psychological aspects",BF 575 .D35 P47 1998
12871,"TM and cult mania / by Michael A. Persinger, with Normand J. Carrey and Lynn A. Suess.",Transcendental Meditation -- Controversial literature,BF 637 .T68 P46
12872,"A Confucian theory of leadership : building Western leadership practice on Eastern thought / Cha Bong Kim, R. Wayne Shute.","Leadership -- Philosophy, Leadership -- Religious aspects -- Confucianism",BF 637 .L4 K52x 1993
12873,The Mysteries / Julius Baum ... [et al.],"Mysticism, Occultism",BF 1003 .E73 vol.2
12874,Spiritual disciplines / Rudolf Bernoulli ... [et al.].,"Mysteries, Religious, Mysticism",BF 1003 .E73 vol.4
12875,Spirit and nature / Ernesto Buoniuti ... [et al.].,"Spirit, Nature -- Religious aspects",BF 1003 .E73 1954 vol.1
12876,Excesses : eros and culture / Alphonso Lingis.,"Sex (Psychology) -- Social aspects, Sex customs",BF 692 .L54 1983
12877,The mystic vision / Ernesto Buonaiuti ... [et al.].,"Religions, Religion, Salvation -- Comparative studies, Mysticism -- Comparative studies",BF 1003 .E73 vol.6
12878,Loneliness : the fear of love / Ira J. Tanner.,"Loneliness, Transactional analysis",BF 575 .L7 T36 1973
12879,"Impact of leadership / edited by Kenneth E. Clark, Miriam B. Clark, and David P. Campbell.",Leadership -- Congresses,BF 637 .L4 I68 1992
12880,"Shaping the future of feminist psychology : education, research, and practice / edited by Judith Worell and Norine G. Johnson.",Feminist psychology,BF 201.4 .S53 1997
12881,Characterizing human psychological adaptations.,"Genetic psychology, Adaptability (Psychology)",BF 701 .C49 1996
12882,"Evaluation of diagnostic systems : methods from signal detection theory / John A. Swets, Ronald M. Pickett.","Signal detection (Psychology), Imaging systems, Imaging systems in medicine",BF 441 .S85 1982
12883,"Visual perception : physiology, psychology, and ecology / Vicki Bruce, Patrick R. Green, Mark A. Georgeson.",Visual perception,BF 241 .B78x 1990
12884,"Experience, contextual interference and elaboration effects on the flexibility of memory / by Emily Hope Wughalter.","Perceptual-motor learning, Transfer of training, Short-term memory, Recognition (Psychology), Recollection (Psychology)",None
12885,The Pathology and psychology of cognition / edited by Andrew Burton.,"Cognition, Cognition disorders, Human information processing",BF 311 .P315 1982
12886,"The effects of task difficulty, contextual interference and levels of processing on acquisition, retention and transfer of an open motor skill / by Michael Whitehurst.","Perceptual-motor learning, Transfer of training, Short-term memory, Tracking (Psychology), Cognitive styles",None
12887,"Leadership and isolation, a study of personality in interpers relations, .","Social psychology, Personality",BF 698 .J4
12888,Importance of knowledge of starting position in location reproduction / by Catia Mary Volp.,"Motor learning, Human mechanics, Movement, Psychology of, Arm -- Muscles, Feedback (Psychology)",None
12889,Age difference in memory for movement : effects of strategy and preselection when ecological validity is varied / by Katherine T. Thomas.,"Short-term memory, Perceptual-motor learning, Child development",None
12890,Learner preference and recognition accuracy related to background color sequence and presentation time of projected abstract symbols / by Donna Joan Scheeter.,"Recognition (Psychology), Color -- Psychological aspects, Perceptual learning",None
12891,Leadership in the twentieth century.,Leadership,BF 637 .L4 U75
12892,The validation of an instrument to assess competitive motivation of youth sport participants / by Lynda E. Randall.,"Competition (Psychology), Attribution (Social psychology), Motivation (Psychology), Adolescent psychology",None
12893,Leading teen-age groups / by Dorothy M. Roberts.,"Youth, Leadership",BF 637 .L4 R6 1963
12894,Graphical techniques for multivariate data / B. S. Everitt.,"Multidimensional scaling -- Graphic methods, Psychology -- Research, Medicine -- Research, Social sciences -- Research",BF 39 .E93
12895,The wilderness survival experience : an agentive perspective / by Bruce Degler.,Wilderness survival,None
12896,Young children's perceptions of success and failure / by Deborah Lou Pascuzzi.,"Child psychology, Self-perception in children, Success -- Psychological aspects, Failure (Psychology)",None
12897,Working with adolescents : constructing identity / John Head.,"Identity (Psychology) in adolescence, Identity (Psychology) in adolescence -- Social aspects, Adolescent psychology",BF 724.3 .I3 H43 1997
12898,Visual perceptual speed of selected female collegiate athletes in sports with varying perceptual demands / by Brenda L. Meese.,"Visual perception, Women athletes",None
12899,Achievement motivation and competitive swimming / by William N. Maxson.,"Achievement motivation, Competition (Psychology), Swimming -- Psychological aspects, Sex differences (Psychology)",None
12900,A cross-cultural study of personality traits of selected team sportswomen in England and the United States of America / by Rebecca A. Lucas.,"Personality assessment -- Cross-cultural studies, Personality and culture, Women athletes -- United States, Women athletes -- England",None
12901,Student responses to selected levels of competitive and cooperative interaction / by Leslie Thomas Lambert.,"Competition (Psychology), Social interaction, Cooperativeness",None
12902,Discours sur l'universalité de la langue française : édition critique avec und introduction et des notes / par Marcel Hervier.,French language,BF 112 .R6x 1929
12903,The relationship between self-actualization and levels of involvement in running / by Marilyn Anne Krause.,"Self-actualization (Psychology), Sex differences (Psychology), Runners (Sports) -- Psychology",None
12904,"The effects of rewards, age, and level of performance on intrinsic motivation for a sport activity / by Margaret Grace Hitchman.","Achievement motivation, Soccer -- Psychological aspects",None
12905,A comparison of former scholastic athletes and nonathletes on self-concept and selected life adjustment correlates / Robert Jeffrey Higgins.,"Self-perception, Physical education and training -- Psychological aspects, Athletes, Life skills, Sports -- Psychological aspects",None
12906,"Moving and knowing in sport, dance, physical education : a collection of speeches / by Eleanor Metheny.","Movement, Psychology of, Sports -- Psychological aspects, Dance -- Psychological aspects, Physical education and training -- Psychological aspects",BF 295 .M45
12907,Measuring commitment to physical activity / by Candace E. Gruger.,"College students -- Attitudes -- Testing, Commitment (Psychology), Physical education and training",None
12908,Nostradamus and his prophecies / by Edgar Leoni.,Prophecies (Occultism),BF 1815 .N8 A213 1982
12909,"Pʻungsu chiri : chip kwa maŭl / kůl, sajin Kim Kwang-ŏn.","Feng shui, Homesites",BF 1779 .F4 K56x 1993
12910,Classification and cognition / W.K. Estes.,"Categorization (Psychology), Recognition (Psychology), Cognitive learning theory",BF 445 .E88 1994
12911,"Le Champ du laboureur : lectures de Freud, 1980-1982 / Jean Frécourt ... [et al.].","Psychoanalysis, Freud, Sigmund, 1856-1939",BF 173 .C436 1982
12912,Le jeu d'adolescence.,"Play -- United States, Adolescence",BF 724 .D56x
12913,"Archetype and character : power, Eros, spirit, and matter personality types / V. Walter Odajnyk.","Typology (Psychology), Archetype (Psychology), Motivation (Psychology), Jung, C. G. (Carl Gustav), 1875-1961, Freud, Sigmund, 1856-1939, Adler, Alfred, 1870-1937",BF 698.3 .O33 2012
